Latitude,Longitude,Id
41.4385957,-97.3546708,482
37.7801116,-122.4801061,484
37.3913553,-122.0805873,485
37.780688,-122.4318994,489
34.8088335,-106.7382321,491
37.7163934,-122.4505097,492
37.7721314,-122.4318946,494
36.960073,-122.0511651,496
48.4866327,-99.206942,499
44.3116599,-96.8027643,501
37.7152405,-122.4084594,503
39.7298929,-105.029511,504
37.7253489,-122.4342794,510
37.708674,-122.420262,511
37.7856889,-122.4127791,514
34.236554,-77.932962,517
30.913694,-99.787502,518
43.77218,-88.443699,523
37.7818774,-122.4153898,513
43.771738,-88.445813,521
37.7861271,-122.4169839,524
37.7852444,-122.416637,526
37.7862562,-122.4185791,528
36.9625866,-122.043834,531
31.2854483,-92.4084484,533
37.7234721,-122.4021863,535
37.725747,-122.4336764,536
37.7842485,-122.4087697,538
38.8609499,-86.5132396,540
42.2742511,-85.6016953,541
37.745877,-122.420391,543
42.9361736,-85.8276473,545
37.7866473,-122.4153067,547
41.809491,-71.407241,550
37.7837501,-122.4342376,552
37.7431494,-122.4787644,553
39.7463861,-105.029938,555
37.7392607,-122.3895522,557
37.7264994,-122.4650951,558
37.7278703,-122.4770819,217
37.7812125,-122.416733,563
31.1082085,-93.1692687,565
40.7668643,-95.3850298,568
37.7940911,-122.4235576,570
35.8400138,-92.9878676,572
38.1009758,-122.2583237,573
37.7923423,-122.3980118,575
37.7835633,-122.4324574,577
37.7805027,-122.4803316,578
37.7338681,-122.4892653,580
37.7381204,-122.4973412,407
33.7679373,-118.156796,409
37.7431116,-122.4055801,193
43.030682,-76.155507,411
40.4066666,-104.723968,412
43.3193932,-71.6255501,447
32.0376249,-93.7076334,525
37.7890069,-122.4087534,8
37.7913396,-122.4005373,24
37.728746,-122.4399602,64
26.9565986,-82.3531161,79
37.7644103,-122.4522803,118
37.784174,-122.4206627,133
31.2832125,-92.4074954,171
37.764147,-122.4711753,184
37.7857271,-122.4148654,226
37.780882,-122.474169,253
39.0001089,-82.0424192,562
47.025683,-91.6663127,363
37.7827951,-122.4131305,386
37.7801234,-122.4823149,423
37.724119,-122.458616,451
37.785183,-122.4191945,487
41.81849,-71.407938,506
34.2365548,-77.9329528,560
37.770211,-122.447586,16
37.7801124,-122.4825018,59
41.7198694,-88.0602669,82
41.2569494,-82.4070501,120
37.7899752,-122.4011988,190
37.7355971,-122.4246003,228
37.7873968,-122.4213367,268
37.7260688,-122.4334621,350
37.7332118,-122.4894004,434
37.7418171,-122.4984996,401
37.7797171,-122.4321816,454
41.4658932,-90.5801974,497
37.7813669,-122.4612713,546
37.7474369,-122.4094805,2
37.3912866,-122.0806304,27
37.7396915,-122.4258372,57
37.7333236,-122.4284163,85
43.0791703,-73.4957442,114
37.7820235,-122.4846998,135
37.7467235,-122.4138004,165
36.9597965,-122.0549752,334
37.787071,-122.4004569,26
37.7826139,-122.4685559,235
37.9044255,-89.828733,321
37.777684,-122.445285,377
33.3860025,-84.7967634,471
37.7812651,-122.4641149,554
37.73042,-122.428931,41
37.8050339,-122.4337421,93
35.3810675,-119.0352933,159
37.3348959,-121.8905073,212
37.724598,-122.435229,368
44.937232,-91.395421,453
37.7942792,-122.3968227,221
37.7826632,-122.4668331,448
36.9634399,-122.0430573,413
44.3116642,-96.8030701,520
37.7432355,-122.4210888,548
43.4292679,-95.6234094,408
41.6683953,-91.5642084,567
37.7558107,-122.4146024,281
37.7851798,-122.4165398,315
30.3136581,-81.6888778,229
37.730283,-122.404417,241
37.783525,-122.410298,294
30.3130257,-81.6886862,289
37.7822377,-122.439608,335
37.7822924,-122.4832604,390
37.714931,-122.4420255,498
41.955667,-97.2237059,508
41.8168761,-71.4065512,529
37.7357188,-122.4099429,4
37.7665135,-122.4245343,417
37.7823049,-122.4830256,305
30.3128708,-81.6886755,194
37.794982,-122.405924,243
